technique,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,priority
V1 Legacy M15,2026-04-07 19:30:00+00:00,2026-04-07 22:15:00+00:00,1,4687.125,4655.420224176568,2.0,2.0,1.9852163439788908,target,3
M15-0591 MTF,2026-04-07 23:15:00+00:00,2026-04-08 09:30:00+00:00,1,4817.825,4758.3163418093,4.0,-0.3330607780885441,-0.3411567848655091,time_exit,0
V1 Legacy M15,2026-04-08 05:30:00+00:00,2026-04-08 09:45:00+00:00,1,4815.495,4788.610046833334,3.0,-1.0,-1.0179114874039308,stop,3
V1 Legacy M15,2026-04-08 12:15:00+00:00,2026-04-08 12:30:00+00:00,1,4805.065,4776.523079722421,2.0,-1.0,-1.0168351146428458,stop,3
V1 Legacy M15,2026-04-08 18:00:00+00:00,2026-04-09 11:15:00+00:00,-1,4733.525,4766.719780091277,2.0,-0.16116991844166942,-0.17542976588450215,time_exit,3
V1 Legacy M15,2026-04-09 11:45:00+00:00,2026-04-10 05:00:00+00:00,1,4750.755,4722.507897710607,2.0,0.26551396044670494,0.24869540344454513,time_exit,3
M15-0591 MTF,2026-04-09 14:15:00+00:00,2026-04-09 14:45:00+00:00,1,4770.535,4748.76723997304,4.0,-1.0,-1.0219155990055548,stop,0
Structural Portfolio MTF,2026-04-10 03:15:00+00:00,2026-04-10 09:00:00+00:00,1,4759.775,4736.717400122219,3.0,-1.0,-1.0206429768285934,stop,1
V1 Legacy M15,2026-04-10 06:45:00+00:00,2026-04-10 12:15:00+00:00,-1,4750.565,4769.719796068241,2.0,-1.0,-1.0248009166115661,stop,3
Structural Frequency M15,2026-04-10 09:30:00+00:00,2026-04-12 22:15:00+00:00,1,4748.365,4729.295465661392,3.0,-1.0,-1.024900267178452,stop,4
Outcome First M15,2026-04-10 11:30:00+00:00,2026-04-10 20:30:00+00:00,1,4761.405,4741.250411492884,3.0,-1.0,-1.0236244217951609,stop,2
V1 Legacy M15,2026-04-10 12:45:00+00:00,2026-04-10 16:15:00+00:00,1,4772.485,4753.248030465594,2.0,-1.0,-1.024808923211446,stop,3
V1 Legacy M15,2026-04-10 20:30:00+00:00,2026-04-12 22:15:00+00:00,-1,4745.158,4771.243131161012,2.0,2.0,1.981808954799919,target,3
Structural Frequency M15,2026-04-13 08:45:00+00:00,2026-04-13 14:00:00+00:00,-1,4721.205,4740.743310963524,2.0,-1.0,-1.0241638338585868,stop,4
V1 Legacy M15,2026-04-13 09:30:00+00:00,2026-04-13 14:00:00+00:00,-1,4715.015,4739.432711438361,2.0,-1.0,-1.0193098153850428,stop,3
M15-0591 MTF,2026-04-13 12:00:00+00:00,2026-04-13 13:00:00+00:00,-1,4706.745,4723.337505253713,3.0,-1.0,-1.0283666928413158,stop,0
Structural Frequency M15,2026-04-13 14:30:00+00:00,2026-04-13 17:00:00+00:00,-1,4715.065,4745.471153244038,2.0,-1.0,-1.0155069434865933,stop,4
V1 Legacy M15,2026-04-13 23:00:00+00:00,2026-04-14 13:45:00+00:00,1,4757.395,4737.043649984432,2.0,2.0,1.9766236883727093,target,3
M15-0591 MTF,2026-04-14 07:45:00+00:00,2026-04-14 10:45:00+00:00,1,4777.735,4766.636110081011,4.0,-1.0,-1.0430469626680945,stop,0
Structural Portfolio MTF,2026-04-14 11:30:00+00:00,2026-04-15 04:45:00+00:00,1,4778.245,4750.289245722507,4.0,1.6064671177968146,1.5893749479609718,time_exit,1
Structural Frequency M15,2026-04-14 11:30:00+00:00,2026-04-15 01:30:00+00:00,1,4778.245,4750.289245722507,3.0,3.0,2.982907830164157,target,4
M15-0591 MTF,2026-04-14 15:00:00+00:00,2026-04-14 15:15:00+00:00,1,4803.645,4793.372838904492,4.0,-1.0,-1.0467637233814444,stop,0
V1 Legacy M15,2026-04-14 17:15:00+00:00,2026-04-15 09:15:00+00:00,1,4826.835,4803.542136452364,3.0,-1.0,-1.020722377006711,stop,3
Outcome First M15,2026-04-15 09:00:00+00:00,2026-04-15 09:15:00+00:00,1,4818.205,4803.332376840094,3.0,-1.0,-1.0323964706709514,stop,2
Outcome First M15,2026-04-15 12:00:00+00:00,2026-04-15 15:45:00+00:00,1,4812.495,4791.844560727004,3.0,-1.0,-1.0233045647909933,stop,2
M15-0591 MTF,2026-04-15 14:00:00+00:00,2026-04-15 15:15:00+00:00,1,4828.555,4808.830505610909,4.0,-1.0,-1.0244799937820994,stop,0
M15-0591 MTF,2026-04-16 00:45:00+00:00,2026-04-16 01:45:00+00:00,1,4832.245,4813.399157099728,4.0,-1.0,-1.0256409067271288,stop,0
V1 Legacy M15,2026-04-16 00:45:00+00:00,2026-04-16 01:45:00+00:00,1,4832.245,4811.390368007369,3.0,-1.0,-1.023171087371417,stop,3
V1 Legacy M15,2026-04-16 04:45:00+00:00,2026-04-16 06:30:00+00:00,1,4830.215,4818.069410340375,2.0,-1.0,-1.039769291861199,stop,3
Outcome First M15,2026-04-16 11:00:00+00:00,2026-04-16 14:00:00+00:00,1,4817.035,4804.094671369596,3.0,-1.0,-1.0372249819736576,stop,2
Structural Frequency M15,2026-04-16 11:00:00+00:00,2026-04-16 14:00:00+00:00,1,4817.035,4804.094671369596,3.0,-1.0,-1.0372249819736576,stop,4
Structural Portfolio MTF,2026-04-16 11:15:00+00:00,2026-04-16 14:00:00+00:00,1,4817.325,4804.118837700338,4.0,-1.0,-1.036477857008644,stop,1
Outcome First M15,2026-04-16 14:15:00+00:00,2026-04-17 07:30:00+00:00,-1,4800.595,4824.590062660631,2.0,0.3792446858215971,0.3592380908487217,time_exit,2
Structural Frequency M15,2026-04-16 15:30:00+00:00,2026-04-17 01:15:00+00:00,1,4801.385,4771.706898148737,2.0,-1.0,-1.0161782078384358,stop,4
V1 Legacy M15,2026-04-16 17:30:00+00:00,2026-04-17 10:45:00+00:00,-1,4784.855,4811.161163202917,2.0,0.004561668650583827,-0.013627433892007108,time_exit,3
Structural Frequency M15,2026-04-17 09:00:00+00:00,2026-04-17 13:00:00+00:00,1,4795.865,4777.846248229514,2.0,2.0,1.9733840331389916,target,4
M15-0591 MTF,2026-04-17 13:45:00+00:00,2026-04-17 21:00:00+00:00,1,4864.215,4833.28733113761,3.0,-1.0,-1.0157277130120697,stop,0
V1 Legacy M15,2026-04-20 04:45:00+00:00,2026-04-20 07:15:00+00:00,-1,4787.175,4797.549015010091,2.0,-1.0,-1.0461458268119272,stop,3
M15-0591 MTF,2026-04-20 12:15:00+00:00,2026-04-20 15:00:00+00:00,1,4810.915,4793.566036944109,3.0,-1.0,-1.0277302740486642,stop,0
V1 Legacy M15,2026-04-20 13:30:00+00:00,2026-04-20 15:00:00+00:00,1,4824.148,4797.817525423979,2.0,-1.0,-1.0183215383606994,stop,3
Outcome First M15,2026-04-20 15:15:00+00:00,2026-04-20 22:15:00+00:00,-1,4798.005,4828.507177025809,2.0,-1.0,-1.0157300411571941,stop,2
V1 Legacy M15,2026-04-20 18:15:00+00:00,2026-04-21 03:15:00+00:00,1,4815.235,4800.554225127941,2.0,-1.0,-1.0327995970373791,stop,3
M15-0591 MTF,2026-04-20 22:45:00+00:00,2026-04-21 00:45:00+00:00,1,4830.315,4818.538533318275,4.0,-1.0,-1.041016674445281,stop,0
V1 Legacy M15,2026-04-21 05:00:00+00:00,2026-04-21 12:45:00+00:00,-1,4789.055,4800.267254085736,2.0,2.0,1.957287312940109,target,3
Structural Portfolio MTF,2026-04-21 12:30:00+00:00,2026-04-21 15:00:00+00:00,-1,4779.945,4798.725240778972,3.0,3.0,2.974548010026836,target,1
Structural Frequency M15,2026-04-21 12:45:00+00:00,2026-04-21 17:00:00+00:00,-1,4778.615,4798.853295009045,3.0,3.0,2.9763882530723844,target,4
Outcome First M15,2026-04-21 14:00:00+00:00,2026-04-21 14:45:00+00:00,1,4778.795,4758.437438303621,2.0,-1.0,-1.0234742994827815,stop,2
M15-0591 MTF,2026-04-21 15:30:00+00:00,2026-04-22 02:45:00+00:00,-1,4742.265,4776.451969408285,3.0,-0.261210635354985,-0.2750821925069648,time_exit,0
V1 Legacy M15,2026-04-21 16:30:00+00:00,2026-04-22 03:15:00+00:00,-1,4720.585,4758.808807932635,2.0,-1.0,-1.012349855378929,stop,3
V1 Legacy M15,2026-04-22 03:30:00+00:00,2026-04-22 10:15:00+00:00,1,4762.835,4748.834147514626,2.0,-1.0,-1.0340181785714517,stop,3
Structural Frequency M15,2026-04-22 08:30:00+00:00,2026-04-23 00:15:00+00:00,-1,4754.095,4772.8243381328075,2.0,2.0,1.974616855297879,target,4
Outcome First M15,2026-04-22 14:00:00+00:00,2026-04-22 14:45:00+00:00,1,4752.685,4735.3505886271005,2.0,-1.0,-1.027417631310113,stop,2
M15-0591 MTF,2026-04-22 15:30:00+00:00,2026-04-22 19:00:00+00:00,-1,4735.105,4745.524258215566,3.0,-1.0,-1.0454457016232277,stop,0
V1 Legacy M15,2026-04-22 15:45:00+00:00,2026-04-23 00:45:00+00:00,-1,4727.175,4751.421190462628,2.0,-1.0,-1.0194965679548145,stop,3
Structural Portfolio MTF,2026-04-23 01:30:00+00:00,2026-04-23 17:45:00+00:00,-1,4728.045,4754.677099848227,3.0,1.9048441650904149,1.887090983677967,time_exit,1
Outcome First M15,2026-04-23 07:30:00+00:00,2026-04-23 08:15:00+00:00,-1,4705.785,4721.9545135973085,3.0,-1.0,-1.029102823481241,stop,2
Outcome First M15,2026-04-23 08:45:00+00:00,2026-04-23 12:15:00+00:00,-1,4703.545,4725.607936596517,3.0,-1.0,-1.021318762257344,stop,2
Structural Frequency M15,2026-04-23 08:45:00+00:00,2026-04-23 12:15:00+00:00,-1,4703.545,4725.607936596517,3.0,-1.0,-1.021318762257344,stop,4
V1 Legacy M15,2026-04-23 10:15:00+00:00,2026-04-23 12:00:00+00:00,-1,4688.835,4708.253679212703,3.0,-1.0,-1.0241460036938699,stop,3
Outcome First M15,2026-04-23 13:30:00+00:00,2026-04-23 17:45:00+00:00,-1,4727.285,4744.0052511936765,2.0,2.0,1.9717271891119208,target,2
Structural Frequency M15,2026-04-23 13:30:00+00:00,2026-04-23 17:45:00+00:00,-1,4727.285,4744.0052511936765,2.0,2.0,1.9717271891119208,target,4
V1 Legacy M15,2026-04-24 02:30:00+00:00,2026-04-24 11:30:00+00:00,-1,4683.365,4711.958753620276,2.0,-1.0,-1.01637897934701,stop,3
M15-0591 MTF,2026-04-24 02:45:00+00:00,2026-04-24 08:30:00+00:00,-1,4683.235,4697.29350434433,4.0,-1.0,-1.0333124697001541,stop,0
Outcome First M15,2026-04-24 09:30:00+00:00,2026-04-24 11:15:00+00:00,-1,4683.105,4698.174373310832,3.0,-1.0,-1.0310769725017928,stop,2
Structural Frequency M15,2026-04-24 09:30:00+00:00,2026-04-24 11:15:00+00:00,-1,4683.105,4698.174373310832,3.0,-1.0,-1.0310769725017928,stop,4
Structural Portfolio MTF,2026-04-24 09:45:00+00:00,2026-04-24 11:15:00+00:00,-1,4685.815,4698.178418074344,4.0,-1.0,-1.037900643429049,stop,1
M15-0591 MTF,2026-04-24 12:00:00+00:00,2026-04-24 13:00:00+00:00,1,4706.705,4691.048052856111,3.0,-1.0,-1.0300614478464092,stop,0
Structural Frequency M15,2026-04-24 13:00:00+00:00,2026-04-24 14:15:00+00:00,-1,4700.765,4718.200107449765,3.0,-1.0,-1.0269614914249554,stop,4
M15-0591 MTF,2026-04-24 14:45:00+00:00,2026-04-24 20:15:00+00:00,1,4730.235,4705.215754507767,3.0,-1.0,-1.0189063854921945,stop,0
M15-0591 MTF,2026-04-24 20:45:00+00:00,2026-04-27 00:15:00+00:00,-1,4707.105,4718.195560645279,3.0,3.0,2.9575575559202827,target,0
M15-0591 MTF,2026-04-27 04:15:00+00:00,2026-04-27 05:45:00+00:00,1,4727.245,4713.9552439390045,3.0,-1.0,-1.035570592705416,stop,0
Outcome First M15,2026-04-27 12:45:00+00:00,2026-04-28 05:15:00+00:00,-1,4698.585,4713.148868309352,3.0,3.0,2.967738069994887,target,2
V1 Legacy M15,2026-04-27 12:45:00+00:00,2026-04-27 15:15:00+00:00,-1,4698.585,4713.148868309352,2.0,2.0,1.967738069994887,target,3
M15-0591 MTF,2026-04-27 13:15:00+00:00,2026-04-28 00:30:00+00:00,-1,4695.835,4708.443641971222,4.0,0.08565553708836603,0.04841254921768321,time_exit,0
Structural Portfolio MTF,2026-04-27 15:15:00+00:00,2026-04-28 00:15:00+00:00,-1,4674.375,4698.1874938259425,4.0,-1.0,-1.0196299263494506,stop,1
Structural Portfolio MTF,2026-04-28 01:15:00+00:00,2026-04-28 05:45:00+00:00,-1,4687.365,4701.51702883104,4.0,4.0,3.966878494553947,target,1
M15-0591 MTF,2026-04-28 02:30:00+00:00,2026-04-28 06:00:00+00:00,-1,4675.385,4688.294347088248,4.0,4.0,3.963782947595729,target,0
V1 Legacy M15,2026-04-28 08:15:00+00:00,2026-04-28 12:00:00+00:00,-1,4620.075,4640.246658430207,3.0,3.0,2.9770962064622246,target,3
M15-0591 MTF,2026-04-28 11:15:00+00:00,2026-04-28 22:30:00+00:00,-1,4598.315,4616.647151799055,4.0,0.15164613682410202,0.12656280208847667,time_exit,0
V1 Legacy M15,2026-04-28 23:15:00+00:00,2026-04-29 00:15:00+00:00,-1,4590.515,4600.167722389093,2.0,-1.0,-1.0475566872739157,stop,3
M15-0591 MTF,2026-04-29 01:30:00+00:00,2026-04-29 02:15:00+00:00,-1,4580.255,4601.198889180988,4.0,-1.0,-1.02186917129106,stop,0
V1 Legacy M15,2026-04-29 06:00:00+00:00,2026-04-29 10:00:00+00:00,-1,4590.775,4608.417929681308,2.0,2.0,1.9739795199384396,target,3
