strategy_base,variant,strategy,family,signal_time,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,balance_before_rm,balance_after_rm
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-06-29 06:00:00+00:00,2026-06-29 06:30:00+00:00,2026-06-29 10:00:00+00:00,1,4059.475,4038.033001325768,2.0,-1.0,-1.0189323535630963,stop,352.6480505105463,334.6818251062389
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-03 06:45:00+00:00,2026-07-03 07:15:00+00:00,2026-07-03 14:15:00+00:00,1,4172.865,4159.478374034644,2.0,-1.0,-1.0311718950749742,stop,334.6818251062389,317.4261005141413
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-03 15:00:00+00:00,2026-07-03 15:30:00+00:00,2026-07-06 05:15:00+00:00,1,4171.995,4154.426847971014,3.0,-1.0,-1.0237474891674234,stop,317.4261005141413,301.1778918442634
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-07 08:45:00+00:00,2026-07-07 09:15:00+00:00,2026-07-07 11:30:00+00:00,-1,4125.715,4139.8277352816585,3.0,-1.0,-1.0292339855999566,stop,301.1778918442634,285.6787657443902
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-10 02:15:00+00:00,2026-07-10 02:45:00+00:00,2026-07-10 07:45:00+00:00,1,4125.475,4107.803472618514,3.0,-1.0,-1.0233453221724462,stop,285.6787657443902,271.0613643159642
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-15 19:00:00+00:00,2026-07-15 19:30:00+00:00,2026-07-16 12:30:00+00:00,-1,4060.665,4081.880477356999,2.0,2.0,1.980859893314348,target,271.0613643159642,297.9080935759924
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-17 02:00:00+00:00,2026-07-17 02:30:00+00:00,2026-07-17 03:30:00+00:00,-1,3980.695,3996.618541385521,3.0,-1.0,-1.0249988046228184,stop,297.9080935759924,282.6403215858496
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-23 00:00:00+00:00,2026-07-23 00:30:00+00:00,2026-07-23 02:00:00+00:00,1,4126.575,4114.873730148665,3.0,-1.0,-1.0352660442193748,stop,282.6403215858496,268.0099252025959
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-23 02:45:00+00:00,2026-07-23 03:15:00+00:00,2026-07-23 07:15:00+00:00,1,4128.085,4111.018823822284,3.0,-1.0,-1.0241886932199264,stop,268.0099252025959,254.28528844943506
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-23 14:30:00+00:00,2026-07-23 15:00:00+00:00,2026-07-24 03:00:00+00:00,1,4056.865,4038.617142680189,3.0,-1.0,-1.0222320074565447,stop,254.28528844943506,241.28836040551843
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-27 06:00:00+00:00,2026-07-27 06:30:00+00:00,2026-07-27 12:30:00+00:00,1,4094.135,4083.4580335647347,3.0,-1.0,-1.0383454890939552,stop,241.28836040551843,228.7613263756211
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-27 15:00:00+00:00,2026-07-27 15:30:00+00:00,2026-07-28 00:15:00+00:00,1,4075.695,4064.259385641956,3.0,-1.0,-1.0356403676478747,stop,228.7613263756211,216.91560316805794
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-29 03:15:00+00:00,2026-07-29 03:45:00+00:00,2026-07-29 05:45:00+00:00,-1,4026.595,4038.526569136034,3.0,-1.0,-1.0337474053420128,stop,216.91560316805794,205.70380607039905
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-29 19:30:00+00:00,2026-07-29 20:00:00+00:00,2026-07-30 13:00:00+00:00,-1,4069.105,4117.801141773004,2.0,0.007187427735680301,-0.0011686860175776966,time_exit,205.70380607039905,205.6917859123032
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-07-31 20:15:00+00:00,2026-07-31 20:45:00+00:00,2026-08-02 22:15:00+00:00,-1,4047.905,4056.13809832481,2.0,-1.0,-1.0491662414355232,stop,205.6917859123032,194.9015420163146
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-03 11:45:00+00:00,2026-08-03 12:15:00+00:00,2026-08-03 12:45:00+00:00,1,4062.405,4044.644813788909,3.0,-1.0,-1.0228736621999097,stop,194.9015420163146,184.93355931378275
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-04 13:30:00+00:00,2026-08-04 14:00:00+00:00,2026-08-05 05:45:00+00:00,1,4083.145,4059.8809963631006,3.0,3.0,2.9824486573174203,target,184.93355931378275,212.51130159719887
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-06 05:45:00+00:00,2026-08-06 06:15:00+00:00,2026-08-06 13:15:00+00:00,1,4266.935,4245.916113996771,3.0,-1.0,-1.020300481192697,stop,212.51130159719887,201.67003243327343
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-07 01:15:00+00:00,2026-08-07 01:45:00+00:00,2026-08-07 05:45:00+00:00,1,4243.135,4228.548803310864,2.0,2.0,1.970909928815369,target,201.67003243327343,221.54370589663623
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-07 08:45:00+00:00,2026-08-07 09:15:00+00:00,2026-08-10 02:15:00+00:00,1,4306.005,4281.777336840645,3.0,0.7499691522244125,0.732196059657962,time_exit,221.54370589663623,229.6543773216132
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-12 18:30:00+00:00,2026-08-12 19:00:00+00:00,2026-08-13 04:15:00+00:00,1,4413.325,4394.921085274445,2.0,-1.0,-1.0239803599713053,stop,229.6543773216132,217.89629872367462
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-13 08:00:00+00:00,2026-08-13 08:30:00+00:00,2026-08-13 10:00:00+00:00,-1,4365.845,4382.476720141175,3.0,-1.0,-1.0262501110104154,stop,217.89629872367462,206.71549368597812
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-14 10:30:00+00:00,2026-08-14 11:00:00+00:00,2026-08-14 11:45:00+00:00,-1,4351.695,4359.122747638161,3.0,-1.0,-1.0585870066134513,stop,206.71549368597812,195.77417690189503
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-19 11:45:00+00:00,2026-08-19 12:15:00+00:00,2026-08-19 12:45:00+00:00,-1,4364.345,4374.5887533893865,3.0,-1.0,-1.0426049401435413,stop,195.77417690189503,185.56842070237246
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-20 06:15:00+00:00,2026-08-20 06:45:00+00:00,2026-08-20 11:45:00+00:00,1,4493.755,4476.7691696345155,3.0,-1.0,-1.0264559041466195,stop,185.56842070237246,176.04453064971676
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-21 01:15:00+00:00,2026-08-21 01:45:00+00:00,2026-08-21 09:15:00+00:00,1,4529.125,4507.742320591591,3.0,3.0,2.978818720921294,target,176.04453064971676,202.2647678304757
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-24 01:00:00+00:00,2026-08-24 01:30:00+00:00,2026-08-24 17:30:00+00:00,1,4621.775,4592.693310123501,3.0,0.567023445681072,0.5511310576540099,time_exit,202.2647678304757,207.83848760150335
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-25 14:15:00+00:00,2026-08-25 14:45:00+00:00,2026-08-26 07:45:00+00:00,1,4623.605,4603.765811673815,3.0,0.40173014485078784,0.3784247307180053,time_exit,207.83848760150335,211.77104878667515
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-27 09:45:00+00:00,2026-08-27 10:15:00+00:00,2026-08-27 15:45:00+00:00,-1,4580.325,4602.951105915145,3.0,-1.0,-1.020243540877859,stop,211.77104878667515,200.96814655319838
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-27 19:30:00+00:00,2026-08-27 20:00:00+00:00,2026-08-28 00:30:00+00:00,-1,4609.645,4618.736135603662,2.0,2.0,1.9492951683820057,target,200.96814655319838,220.55545840694023
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-08-31 20:30:00+00:00,2026-08-31 21:00:00+00:00,2026-09-01 00:15:00+00:00,-1,4447.965,4456.322361862563,2.0,-1.0,-1.0532221180935653,stop,220.55545840694023,208.9407640539175
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-04 02:00:00+00:00,2026-09-04 02:30:00+00:00,2026-09-04 04:15:00+00:00,1,4479.115,4466.1128909890285,2.0,-1.0,-1.034449142029347,stop,208.9407640539175,198.13383434839093
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-04 04:30:00+00:00,2026-09-04 05:00:00+00:00,2026-09-04 06:45:00+00:00,1,4473.255,4464.500797156624,2.0,-1.0,-1.0510983704631038,stop,198.13383434839093,187.72092682753092
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-07 08:45:00+00:00,2026-09-07 09:15:00+00:00,2026-09-07 23:45:00+00:00,-1,4410.775,4424.614178045192,3.0,-1.0,-1.0318716544118194,stop,187.72092682753092,178.0357316608687
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-08 02:15:00+00:00,2026-09-08 02:45:00+00:00,2026-09-08 04:15:00+00:00,-1,4423.985,4441.254888054863,2.0,-1.0,-1.0256167555107816,stop,178.0357316608687,168.90591018731828
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-08 04:30:00+00:00,2026-09-08 05:00:00+00:00,2026-09-08 05:30:00+00:00,-1,4436.065,4443.444393462343,2.0,2.0,1.9398857775691614,target,168.90591018731828,185.28881883330592
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-09 08:15:00+00:00,2026-09-09 08:45:00+00:00,2026-09-09 12:00:00+00:00,-1,4399.425,4413.250767076119,3.0,-1.0,-1.0318204767647154,stop,185.28881883330592,175.7295789639183
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-14 02:45:00+00:00,2026-09-14 03:15:00+00:00,2026-09-14 13:15:00+00:00,-1,4330.735,4356.302467344456,3.0,3.0,2.983061540896271,target,175.7295789639183,201.94018639417624
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-15 14:30:00+00:00,2026-09-15 15:00:00+00:00,2026-09-15 18:15:00+00:00,-1,4278.015,4301.242537299636,3.0,-1.0,-1.0184178587028558,stop,201.94018639417624,191.6572117834956
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-15 19:15:00+00:00,2026-09-15 19:45:00+00:00,2026-09-16 00:45:00+00:00,-1,4300.665,4311.17643176237,2.0,2.0,1.9590858305773726,target,191.6572117834956,210.43085818014626
Structural Portfolio M15,M15,Structural Portfolio M15,Structural Portfolio,2026-09-16 03:45:00+00:00,2026-09-16 04:15:00+00:00,2026-09-16 10:15:00+00:00,-1,4326.755,4341.588607775627,2.0,-1.0,-1.0291685951620573,stop,210.43085818014626,199.6024166455459
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-06 11:30:00+00:00,2026-01-06 12:00:00+00:00,2026-01-07 05:00:00+00:00,1,4461.809,4447.384784487455,4.0,0.18760119034873718,0.1566684231828588,time_exit,100.0,100.78334211591428
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-08 01:15:00+00:00,2026-01-08 01:45:00+00:00,2026-01-08 02:00:00+00:00,1,4454.535,4443.4397037181225,3.0,-1.0,-1.0401479589803821,stop,100.78334211591428,95.5418627358598
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-09 13:45:00+00:00,2026-01-09 14:15:00+00:00,2026-01-12 00:45:00+00:00,1,4482.178,4457.757192841831,4.0,4.0,3.981646069390869,target,95.5418627358598,114.5625568470857
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-12 12:45:00+00:00,2026-01-12 13:15:00+00:00,2026-01-12 23:15:00+00:00,1,4590.285,4577.452279810825,4.0,-1.0,-1.0357701635532583,stop,114.5625568470857,108.62953293495643
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-13 00:00:00+00:00,2026-01-13 00:30:00+00:00,2026-01-13 01:45:00+00:00,1,4592.115,4576.383411445114,4.0,-1.0,-1.029190408737036,stop,108.62953293495643,103.03950926484438
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-13 02:45:00+00:00,2026-01-13 03:15:00+00:00,2026-01-13 06:45:00+00:00,1,4593.865,4574.350970562461,4.0,-1.0,-1.0235413450343724,stop,103.03950926484438,97.76624936961335
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-14 08:45:00+00:00,2026-01-14 09:15:00+00:00,2026-01-14 14:45:00+00:00,1,4634.545,4620.506844928745,4.0,-1.0,-1.0330139179719542,stop,97.76624936961335,92.71655455427698
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-15 14:15:00+00:00,2026-01-15 14:45:00+00:00,2026-01-16 07:45:00+00:00,1,4602.495,4581.303088414037,3.0,0.00802192852261041,-0.013696239663069586,time_exit,92.71655455427698,92.65306114668151
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-19 12:30:00+00:00,2026-01-19 13:00:00+00:00,2026-01-20 08:00:00+00:00,1,4671.465,4658.80448262264,4.0,4.0,3.963102100326852,target,92.65306114668151,111.0127382082878
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-21 20:15:00+00:00,2026-01-21 20:45:00+00:00,2026-01-22 13:45:00+00:00,1,4797.195,4753.31414126269,3.0,0.3728277082711357,0.36189539031282464,time_exit,111.0127382082878,113.021488119467
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-22 14:45:00+00:00,2026-01-22 15:15:00+00:00,2026-01-22 21:45:00+00:00,1,4834.498,4809.584054275333,4.0,4.0,3.9805952134060663,target,113.021488119467,135.51612785048604
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-23 10:30:00+00:00,2026-01-23 11:00:00+00:00,2026-01-26 00:45:00+00:00,1,4927.955,4898.4670565869155,4.0,4.0,3.9832882377351098,target,135.51612785048604,162.50611775499846
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-26 14:30:00+00:00,2026-01-26 15:00:00+00:00,2026-01-26 19:15:00+00:00,1,5081.845,5053.148077288922,4.0,-1.0,-1.0177086757739293,stop,162.50611775499846,154.23692345971838
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-26 20:15:00+00:00,2026-01-26 20:45:00+00:00,2026-01-26 21:45:00+00:00,1,5056.275,5005.973415063199,3.0,-1.0,-1.0100519198477598,stop,154.23692345971838,146.44755842712337
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-27 12:45:00+00:00,2026-01-27 13:15:00+00:00,2026-01-27 14:15:00+00:00,1,5084.835,5065.817704871546,4.0,-1.0,-1.0267379507214567,stop,146.44755842712337,138.9293951257421
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-28 16:15:00+00:00,2026-01-28 16:45:00+00:00,2026-01-28 23:45:00+00:00,1,5287.265,5233.357980896434,4.0,4.0,3.9901918802265026,target,138.9293951257421,166.64714234351788
Structural Portfolio M15,MTF,Structural Portfolio MTF,Structural Portfolio,2026-01-29 11:30:00+00:00,2026-01-29 12:00:00+00:00,2026-01-29 15:15:00+00:00,1,5514.305,5468.287330678566,4.0,-1.0,-1.0119830167005688,stop,166.64714234351788,158.21493845185176
